,지역(대),지역(소),매장명,테마명,장르,난이도,시간,오픈일,최소인원,최대인원,메인사진,예약URL,내용,인원,추천율,유저_난이도,유저_활동성,유저_공포도
709,경기/인천,인천,문제적도둑,노란 장미,미스터리,3,60,2022.9,2,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-SUSum9TIedk16YHdc0QxP3KOLy9u971XtSCLqKCJVetT4TuOrzIc7IO9Cp8oFD6QcCI&usqp=CAU,https://thief.co.kr/room/the-wizard-of-oz/,"애니는 어릴 때부터 그림을 잘 그려서 항상 미술대회에서 1등을 하는 고등학생이다.

그런데, 열심히 준비하던 미술대회를 며칠 앞두고 애니가 사라졌다.

오늘은 애니가 사라진지 3일째이다.

마지막으로 애니가 머물렀던 곳은 그녀의 작은 작업실.

당신은 애니의 작업실에 들어가 애니에게 무슨 일이 생겼는지 알아내고, 애니의 행방에 대한 단서를 찾아야 한다.",0,0,0,0,0
710,경기/인천,인천,문제적도둑,빨간 구두,판타지,5,60,2017.12,2,4,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxASEBAQEBAQEBAVFg8PEBUQDg8PDw8PFREWFxYWFRUYHiggGBolGxcVITEhJSkrLi4uFx8zODMsNygtLisBCgoKDg0OGBAQFy0dHR0tLS0rLS0rLSstKystLSsrKy0tLS0rLS0tLS0tKysrKystLi0tKysrLS0tKy0rLS0tLf/AABEIAL8BBwMBIgACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAAAAQIDBAUGB//EAD4QAAICAQMBBgMFBQgBBQEAAAECAAMRBBIhMQUGEyJBUWFxgTKRlKHSFCNCcvAHUmKxs8HR4TMWFyRDwxX/xAAaAQADAQEBAQAAAAAAAAAAAAAAAQIDBAUG/8QAMBEAAgIBAwMCAwcFAQAAAAAAAAECESEDEjFBUfAEYSLB4RMycYGRodEFFGKx8UL/2gAMAwEAAhEDEQA/APkkcUc5j1AhCEBihCOABFHCAxQjhEAoQhABwihGA4oRmAEYRxQEEkegikjATIxwhAAhCAgAQllNeT7CafAUA8E8ylBszlqxi6MUcnrEwFZMjOQR1xj1ho03jLcDoCPWN6bJWvGyMDLbaSPiP66yoyGmuTVNNWhLJyKyUQEg0JGEBUVRwjWkkZPT+Ee/xjG3R9E7kdi6e7s9vGFLC2w7mGBqKUQ7evOBkZzxjdNfeHu7pKtBqUoFIC/v1ssbdcWHJRW9eBjr64nl+5XeqrQeNvpa3xNnmQqCNueOfTmWd+e+lWuoSlKLKytgt3OyngK4wMfzflPntT0nrH6z4d2xyTu1S46X049+aNI6kVC3ycbu/oqbjb45trRELmxAhrqPOPE3dcnAAHJM1dmd2msepWv0yhhvZU1NT3IgXcfLnAboACRyfnOHoe076d3gX3U7sB/Cusq3gdA20jPU9feUqZ9JVHOpN9T0/wD6XdtVqtMt1NYpsFW69nG8vaK6wPDVvMSR7AfCaH7l2shtR660Suh7fHawYdkU2FSqFSq7uRnIHvON2b27qaDa9NzI9mBY3DO2G3ZywPOec9ZXT2pqFXYLrfD8patrHal9uMB6ydrDAAwR0iuPYup28+Yv6HdbuHqwu5rNKjeIlOxrmFniMUGMbcHHiLnB98ZnI7Q7FNVSXC6i1Hd6s0m4lWXP2t6KBnGQOuOcSF3beqZrGOouHiOLbAlr1o1gIw2xSBkYGOOMCZrdXayJW1tjVpk1o1jtWhPXapOFz8IrQ0pdX5n6GeOEJJYoRwgAoQhABxopJAAJJIAA5JJ6ARSVVhVlZThlIZSOoYHIP3ylV5B+x0tR3e1Kv4SoL7QGZ69Kw1NlQUgN4i15K4JA5lP/APH1Rr8UabUmraX8Qae41bB1bdtxj4zpVd6nWx7F0ukDWFHtAXVBbLUsFiWEC3ykMM4XCnJyDFb3s1LY3eGemfKw3fubaskBsZ22uenXHyjx555/rK59jEvYWp826m2tlQWhbKrUe1TYlY8NSvmO51kKextS1gqNNtbFhWfEpuUIxKjzeUkcunp/EPed/Wd+rPGW3TUrUAzPi521BZmtrcn02g+EowPQnnOCM1nfXUlmbw9OA1lF+3bcVFlIQV4zYSAAmMZ/iPwwYBOdcHJv7G1SFQ+mvTcodd1TqGQqG3ZIxjBBJ9PXEhoNGHvSm2xaQWKWOxBWvGcnI4PTE6i95T+yWUeEu9l0tGQXCNTSm0FhuyHKkISu0EfHmcvQapEvS16UetW3NVyUKHPlG4k8Z4yT0EjVtRls5p1+nvj9fzSKg2/vLzz+ep9NHcPTPokSl1azm1dQFBNwOSoOD9nBUfSS7A7lUKlguK22siBgVx+zWlc+XnryOfhOJT/aKVtcrSw0wqWqmoeEvh2D+IsB0+Ex3f2kuBp/Drat1eptY37p/wBqRVCkDIyCQOs+aWh/VnBwTdN3yrvmu644WLpcMqctFSt8+efU9D2V3ERL832B1DnYhTAvQICc8+hPT/CZl7ydygtjW1nbQRZYwC+WgDbgdehyT9DMX/uNY41JTTuHbc2kYlG8BTWq+YHr5lzx/emfWd/LbK6ktqs8tTDUcoBqLDt82BwACp4/xTo04/1b7Zakvwf3a78LF/vu/wATJvQ20vx8849w7R7DVlXw8IRtB44bJAyflM47AqNRUEFiSRZt5GDjH5GczS957MWZBJLBl5UbUyDtOOvQ/fLT3kxYCEIrAIKeXJYnOcztnD1dKN8Z5Xny5HpbXcl1ORqdK9TbXBB6j4jPWVSzU6l7GLOSTzjJzgZ6Sqd8bpbufYscIQjEVdTj06mXXX4GB69fl7CVU9MypmGeY6t/gQ8vJ2+zO7Gq1FYuq8EoSwG7UVIwIODlSciV9r9h36XZ4xq82duy6uw8e4U8T2v9kTagi5gVGkzghs7zqMD7HsMYz9JwP7UW1S639+VKFf8A4+wHaKs8g5/iz1+k8nS9brz9fL07cdqt9b4455XU1wtPd558zzbhCOSAfzmIjB9x6Ge/7L7b7PXTaNGsNdqZLDwTaP2hhcDdYPC8yjchGHY+mwYzOZZrdC+tttuVb6fDqCnbdSll48JXs21lWUEeKecemR6T2lDa6vzzzk5N7ab2vHn1PM1mTnpzruy8sBViksr+Fu1ZRmrGtVcsW3chtKTgjljjGCBxO1mpNznTjbSdpUec7fINwG/zYDbuuZMlXnnnY3053aoyRQ3iOSapihHFEAQhCABCEUACOEIwAwPpEY4CYRxRxAKOEkgyY1kTdKwzhWJ6f7znk5x8efzmm+8Hg9Op+nQTLjj65E3iqR5+pK5WdvswYrHPUk/L4SrtfUjaKx1JBbp5RM9WpKLj+96enxMrr0gbOHw2f4wc5+frBIlvFC05AYZ6N5fr6S5xzK76GQgHGc7hjkHEsLZ595OosWb6DzQCOEUxOslCRhABMeJisM1OeJjYzSBz6jwdXRd4NXSgrquKIMkDZWcZJJ5Iz1Jke0u19RqFUXWGwKSVyqLgnr9kCc0SY6SfsdNS3qCvvSsnc6qyw+klIegk42bp5ZA9ZPdxIPJekGSnV0T6yyQQSclmsVgIo4RFChCEACEUcYBFCEACSkZIwJCEIRDCMRROeJUVbI1JbYt0a+ztEm1bCNxOcZ9OfaTt7PrJyBj4A+X7pd2b/wCJfk/+csqxnBm55yOc+my44IAZFXPrzkn7hNN9AV9zDKk8n+6ff5S9iDcB/cUsfmen5ZmhyuMHGOnzBgBzO0q8ru9VIb6esxVHj6nE6dIzur64yoz/AHSOJzKlIyp6qSsUvus10vvonFCE5zuCEIQApt6TIZss6TGZrA5dQmJNPWRqb44linOTBiirBekkpkE9YwT7GJmq6A8mg4lbGX1dInwCywSTlKmXCSzaDCEIRFChCOMCMcUcAFHCEAFJSMZgSOEIRDCBhGICZ1dKNqqPhj8olHUevEdVZCgHPpg/7THqbytoI6DAb2I+M6LPPirdIen5vtHwQflNXr09unyme7W1KSVyx68AD85iftKwtxhfpk/fGG19jplMWFgfRRx79ZRraMsX6A4zke0o0mqbfhiTnjp0M3WNlG5PT55kvKHW2Xc5jY9Dn8ooo5idqYQihEUQbpMhE05iAmkcHPKO4oCGXIJLEMQbsqMVHggvUywSIWWivETFdIiVkqukYiWS+BxdsgsuEr9TJgxs0jSYQizJRFqSYoQhEMUcUcYBFCEACNoozAkIxFCAxwBhCIDq6a0Moyeeh+UusXqBj0A9BicMMRyOJDUalyMFiR/tNoys49TRrKeDqWUVk4IXj2OOZUhpQkgqGxjrnE4wr/2mnSgKSx/hHH8x6SiNrrJooy+XcgqM8kAH75KzXnkKODkZPtjHSYcdT7+npOx2dpgACwBJ9/QRMpJJZOWCJLidnV6atl5Az6EcGSp01YGAox655J+slxRS1UlwcaEeoQK7L7HH06wmbwdMWpK0ZFM1VVrjJJ+QmV1wZZU8uXFoxyaGKgcDH5mZ1bM0nkTEOGxJhwxXksMgrkSzEpxKQpl6259OZYTjEppWQ1DcxVboIy2xsuC55lm0TOtpmhHB9YmqDdbGqZktoH9cyA/r2jLAf1zEPgRH0hJekiYGunKxQhCBpYoQkTAdhJEGFFZZgAOPUzqDSDHUwZlLUSZy45bdQwJ4OPvlUCk7CEIQGEzjqfjmXmZl/wCZcTLU5RMSy0AKq+v2j9ekq9I5ZD7DQcj5gfnO+JwqvtIP8S/5zvWdYiNTlITSnU6gorN7dPifSXAdfoJzu2bPsp7Asfn6f7wM/YwBiSSep5PzhI19BCNnVCqLHXIlay9JCxPWZplSVqz2HdrulXqtMLmusQlrE2qoIypUD0PueOso7x929NpW04D22FzcrKv/AJ7Ctm1SnkKjHAI6nPSc7u5fpUF5v8PeRV4Xi0rbWfMd+T4VhXjHQczZre16/G0jVNTUlZZbP2UW1t4b2Av/APXXg7dw8oz9Z40/7tepkk5OKt8NLMW0rru65u+wLZt4V/v+hou7tU51FSvZ4lelGoZbbaV8HUGxRsd+F4U85xyZxdFpKDsR6taXYqhKGoJuJxxlCcfWbNTfUjaz9m1NHhXh6wj1axrfCLhgAzL9rIHJJj7K7feunWpZqL99lQSjNtrkWBwTg58vHrK0/wC5+zb+KSuNXujLKSfThNvGeH8Tu0SjFusLnOH53Num7so1+uqBvddOP3fh7fFuO/b02n49B6TH2h2AE2kJqas551CLz/L5FlXYvaVhb95stPlJN1NOofaDyA9ilsdeM+s6/a+uqNloqWpaS37vw9NTUwTPHmChvznRpafqI6q3u1XNyrCSftbfxZXfODKc4tNJV9b/ADx1KdJ3aR00ymxhbqbWqQkApXVWpLsUGNxLADqOhnIu7BcrQ9Ba5LvF2g1imxTUxD7xuKheM7t2PfE9Np+1aqq9Fa+7OluclFwXeq0McpkgZDHnJHBnNp71J+7a5bWsFGp0VhCVWV+FY25HVHO0uDwykAMPWc89T1kJyenFySbxSr/3VYuqUOGlba5k6tLTcVnzr8zmaXsLUmw1tU+VNe7LIFw5G3DE7WJzwATn0zNT93M699HXaP8AyNUC/LbVGSSB1OAcAdeOkvTvAlieDe19iJZpb6nr02mocClWHhmpHChcMcMCSOOJn7Q7Qrt1N16iypXta0EIr3L7cbwM/JprHW9VKcty2ra6ai2r+Fp01bzdRpNVTJaiuPbqve+L9s5v8g0HY63LqvDazdSiOotrq05Ll9pVwXYKAPXcJlq7G1DO6ClgyFa3DMiBbGOFXcxALHPAByfSdfX95K3S5cWs9mnq05tZa1e21LNxexQxA44GCx95DtLt7T3+Ili311m/T6pWrSlrCUoFTIwLgc4JDZOPaZx1vVpNuF33VtJKGaW2+XiovD7UtY7EsPPn/P3OTT2RqWV3WlyqF1bOFYMgy4Ck5YgdQAcTZ2V2Luuqq1INYvBWo+JWLFsdc1syZ3bT8QM5nR1XfAWeYBqLls1VtZXTaXUgrb6FrCCh9CVzkSPZva+mY6Vr2d7NOwu8Wymqqxqqq/Jp1KMxsO/BDN0AmWr6j1v2b3adOnhKTaw6aeIvNcN/heDV7bw7PLWIVJVhhlJVh7EHBmrSaPcNzHj2Ezai0uzuerMzn5sST/nNHZeo/hM9rNZMtVtJ7TopUF6DEMy2RxEcVkAJm16DYT6+k2YmDtR+iwNNPMkYISMlA6xN0lG2XOeJWsuKM502DQAgYycD4yyOuS7QLm5Phz907LnrOT2MvnJ9lP3kzqO3I++DMJO22F9gRST0UZPxM4NlhYlj9pif8pp7U1O7yDoPtfFv+piAJAx7w4HBZLa1wI445k2dcUkqQhLJVJqYMcGRauQ2GXwghuCZWFb3xKrlxLy0psGY1ZnJKqRp7Lc7hjrgidSukng8e84mjcqwOM4OePWdJu1T6IB82/4g1k53Zr7RX92ZwHHM3Xa52BBIA+C5/wA5lYwvJUYusipbBlzNKUGOklEylHuMnMUlHgD5xFoiekQgcmWPXtAz1hwVF5Koqnw0cptlJXgephWei09mRLSZzez3JAm4STllHJMtORr7Mt8BxOlb0nFt6mHU00VmxxRiBgdBXYYSJMYmiwZPLGRInn6SZUGQ24PwjTsiWOeDo9jrwx+QkNZqLFdiq+XAGccA+8u0dq+H5eOuQTyDHr+EUepMLMfvNHJqXg59eZZAxyG7OuEVFDhFCIsiZKsyIGYbQPiYzJOmbnu2rVgJypY5qqck+LYOrAnoB90pOpPtX+Ho/TFf0p/kP+vbKTMI6cGm3FPL6e7Kcmy39oP92r8PR+mHjn2q/D0fpn1Dul3J0Wp0GkssoZrrq9czOtuqDiyqxxXtwDUo4Gd5H1lWh7m6Nq6Kjpb2S3RnWP2kLbBp6btjNs2geHtBABBO7mbT9PCLacVi+na/4MftV5+X8nzUXn2q/D6f9MuSw+1X4ej9M+hv3O0gRqv2XUBF0R1g7S8Wz9na7ww+zbjw9uTtxndmLvd3T0ml0bX6es3ORpA4FzkaAPQGNli5yS7ZxnyjiTP08VfwrHt7tfJlQ1FKq6/R/P5c8/PjZ8Kfw9H6ZEMWFmRXwoYbaakIPi1jqqg9CfvkMydTcW/yD/WqmLhGNNRXK/2jRFK1mSQIOpJPsOZWWz8o8zeiSbv7DA+8yuwAY55h16Sa6fnJPlHwxuPwhhA8E6Ex5j9JXa+THfbn4D0EqBiSzbHHkJBxnAkjHUPOstDnxR1tNQAAP+pf4Xxb74qzxJ5ko5XyQ8MD/skn85x9Sm1iPqJ2SZye0D540aaeGUAxmQkgYHQmQcYiWFhiSV0M3yWxEkkKOp4hF9khupznnpCPJOo2o4OhqNLX5c4UkgZ98ekyapAHwGLDj13bfhmT1t+8IApXqfMOufb3mdVxKbpGMI27HHIyUg7EKEcIgET9IAR4igZl9/Sn+T/97ZQZaNQwAH7sgZA3VVOQCSerKT1J++L9oPtV+Ho/TM0pxtUnl9ff8BltXaV6p4a33rXyNi3WLXg9fKDjnJ++JdbcKzSLbRSeTWLXFR9fsZxI+O3tV+Ho/TGLj7Vfh6P0x7tTsv1+gqJft13h+D4tvg9fD8V/C65+xnEs/bLTuzbadwCP+9fzoOitzyB7GVeMfav8PR+mM3kelX4fT/pib1Oy/X6FFLNJaY8XfyD/AF6oC8+1f4ej9MvDNghjUgOAQKqkJAIOMqoPUA/SJ7sJpcrr2d9ibMwQnp/1Laql+L/y9Pvkjs+LfksGsPyHsOBL3MTyWOyjoo+/IlFlhMizSdA4LH6SarIFNoxgevrIwdskmKa0OIQB9YQgUdCnXLjnI+mZY3aCfE/ScyERDgjbZ2if4Vx8T/xMbMScnkxRRjUUghCECiqwx1wuWQSwjoZaVrBi5VLJfIueQfrI+O39CIXH+hEk0xTmmqNmr1AcgjoAB/zKczPvPpxJoYSQ4PFFuYZkcx5km1jhFCBROErV5KJozsIYkgI8QAjiTVZZWFX7f3CVO+fgPQRchYFvaQaRZsRlxGkLciXQZ9ZWh5jsXjcfoJBTiUuCW7NQMjZcBKt+eufpxFtX2P3ydvcbb6E0RnGfTMvtPAUdPWUJftGAOIITjcfpBpiTIsOcQhnmEZceBwhCBQ4QhEARGSkYxBCEIAJhKyBLYgvMaZMlZUEj2fCXRQsWxFZA9oJLIgIWG0IoRQKJQkYQA//Z",https://thief.co.kr/room/red-shoes/,"‘카렌’이라는 이름의 소녀를 양녀로 둔 거부인 노파가 당신에게 ‘카렌’의 방에 있는 ‘빨간 구두’를 훔쳐다 줄 것을 의뢰했습니다.

‘카렌’이 ‘빨간 구두’에 빠져 신을 때 마다 밤새도록 춤을 추며 괴로워하면서도 다음날이면 다시 ‘빨간 구두’를 미친 듯이 찾기 때문이었죠.

마을 사람들에게 ‘구두의 저주’라고 불릴 정도로 소녀 카렌의 ‘빨간 구두’에 대한 집착은 나날이 심해졌습니다. 할머니는 카렌 몰래 ‘빨간 구두’를 빼내어 가져다 버리려고 했지만 그때 마다 ‘카렌’이 알아채고 ‘빨간 구두’를 숨겨놓기까지 하니까요.

참다못한 할머니는 카렌이 숨겨놓은 ‘빨간 구두’를 찾아 없애버리기 위해 결국 당신을 찾아온 것이죠.

할머니의 말에 의하면 카렌은 매일 같이 하루 1시간 산책을 한다고 합니다.

소녀 ‘카렌’의 행복을 위해 ‘빨간 구두’를 훔쳐주기를 바란다는 할머니를 위해 당신은 ‘카렌’이 잠시 산책을 나간 틈을 타 ‘빨간 구두’를 훔쳐내야 합니다. 카렌이 없는 동안 당신은 카렌이 꽁꽁 숨겨 놓은 ‘빨간 구두’를 찾아 카렌의 저주를 풀어줄 수 있을까요?",0,0,0,0,0
711,경기/인천,인천,문제적도둑,알라딘의 요술램프,모험,4,60,2019.7,2,4,https://thief.co.kr/wp-content/uploads/2021/02/m-slide_img2.jpg,https://thief.co.kr/room/aladdins-magic-lamp/,"바그다드의 대부호 알리바바의 의뢰를 받아 알라딘보다 먼저 동굴에 들어가 알라딘을 구하고 신비한 램프가 사악한 마법사의 손에 들어가지 못하게 막아낸 당신.
하지만 안타깝게도 당신은 알라딘과 함께 깊은 동굴 속에 갇히게 되었습니다. .

빠저나갈 곳을 찾기 위해 알라딘과 함께 깊은 동굴의 안쪽으로 향하던 당신은 정체모를 석상들과 그리고 수상한 제단들을 마주치게 됩니다.
그 곳에서 알라딘이 당신에게 한 가지 이야기를 전합니다.

알라딘 : 이곳에 오기 전 마법사에게 들은 이야기에요. 이 동굴은 고대부터 내려온 유산이 숨겨져 있고, 그 유산이 바로 램프라고.

동굴의 안쪽 깊은 곳에는 고대부터 내려온 성스러운 장소가 있는데, “흙 속의 숨겨진 보석”을 통해서만 그 신비한 장소에 들어갈 수 있다고 했어요.

당신은 알라딘이 말한 성스러운 장소가 이곳일지도 모른다는 생각을 하게 됩니다.
그리고 ‘흙 속의 숨겨진 보석’ 인 ‘알라딘’ 덕분에 이 성스러운 장소에 들어오게 된 것이죠.
어쩌면 이곳의 비밀을 풀어내면 진짜 램프를 얻을 수도 있을지도 모릅니다.

그때, 동굴이 크게 흔들리고 큰 굉음을 듣게 됩니다. 아무래도 동굴이 곧 무너질 것 같습니다.
과연 당신은 램프를 얻고 알라딘과 함께 이 동굴에서 빠져나갈 수 있을까요?

어서 서둘러야 합니다!!",0,0,0,0,0
712,경상,부산,미션이스케이프 부산대점,5학년 1반,기타,4,60,2017.7.1,2,5,http://www.missionescape.co.kr/images/sub/r4.png,http://www.missionescape.co.kr/reserv/reserv.asp,추억과 향수를 자극하는 테마! 철수야! 영희야! 학교가자!,0,0,0,0,0
713,경상,부산,미션이스케이프 부산대점,도둑케이,잠입/탈출,5,60,2019.4.11,2,4,http://www.missionescape.co.kr/images/sub/r1.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,보안이 삼엄한 내부로 잠입해 의뢰받은 물건을 탈취하라.,0,0,0,0,0
714,경상,부산,미션이스케이프 부산대점,탐험가 트레비스,모험,5,60,2019.4.11,2,6,http://www.missionescape.co.kr/images/sub/r5.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,"세계적인 탐험가, 그에게 가장 소중하고 가치 있는것이란?",0,0,0,0,0
715,경상,부산,미션이스케이프 부산대점,행방불명;추적,기타,4,60,2019.4.11,2,6,http://www.missionescape.co.kr/images/sub/r3.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,범인의 뒤를 추적하여 그의 실체를 파헤치자,0,0,0,0,0
716,경상,부산,미션이스케이프 부산대점,생체실험실,공포,4,60,2019.4.11,2,5,http://www.missionescape.co.kr/images/sub/r2.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,비밀리에 진행되고 있는 생체실험실의 비밀은..?,0,0,0,0,0
717,서울,강남,미스터리룸이스케이프 강남점,인형괴담,공포 미스터리,3,60,2017.1,2,6,http://www.mysteryroomescape.com/userfiles/room/201709080149287_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,"친구들과 술한잔 걸치고 집으로 돌아가던 어느 날, 우연히 투신 자살을 목격하게 된다.

호기심에 끌려 투신의 현장을 기웃거리다 인기척이 들려 뒤를 돌아보니 귀여운 여자아이가 울고 있다.
아끼는 인형을 잃어버렸다며 인형을 찾아달라고 떼를 쓰는 아이..
아이가 너무 예쁘기도.. 안쓰럽기도 해 인형을 찾는 것을 도와주기로 하는데,
그렇게 여자아이를 따라가다 보니 어느새 좁고 어두운 아파트 복도.
음침한 기운에 술에깨어 정신을 차려보니 아이는 사라져 버리고.....
",43,1.75,2.63,0.69,3.3
718,서울,강남,미스터리룸이스케이프 강남점,소서러,판타지,3,60,2017.1,2,6,http://www.mysteryroomescape.com/userfiles/room/201709150935069_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,"4천년전 인간과 정령이 공존하던 마법시대의 이야기…

어느날 당신이 마법사의 집으로 초대된다면?
4천년전 60년간 계속 이어온 선과 악의 마법전쟁…
그 결과가 당신의 손에 달렸다면 당신은 무엇을 선택하시겠습니까?
4천년전의 대 마법사 \'레베카\'의 집으로 당신을 초대합니다.
미스터M이 그의 집으로 들어서고 있다.
",1,0,3,1,0
719,서울,강남,미스터리룸이스케이프 강남점,영혼의 편지,추리 스릴러,4,60,2015.12.7,2,6,http://www.mysteryroomescape.com/userfiles/room/201709080154084_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,"미스터M의 책상에 놓여진 의문의 편지 한통.

편지를 집는 순간 코 끝에 퍼지는 피냄새에 깜짝 놀란 미스터M은
서둘러 편지를 펼쳐보았다.

그 편지는 피에 젖은 손가락으로 쓰여진 친구 스티븐이 보낸 편지였다.

친구 나는 어제 살인을 당했다네.. 어서 빨리 나를 찾아주게

몇 번이나 전화를 걸어봐도 받지 않은 스티븐...

그의 사무실로 가서 무슨 일이 일어난건지 알아봐야겠다.
",2,2.5,0,0,0
720,서울,강남,미스터리룸이스케이프 강남점,개인병원의 비밀,미스터리 스릴러,4,60,2015.12.15,2,6,http://www.mysteryroomescape.com/userfiles/room/201709080215568_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,"음침하게 소나기가 내리는 어느 날,

비를 피해서 들어간 곳은 문을 닫은지 오래돼 보이는 조그마한 병원 건물이다.

이곳에서 하룻밤을 보내기로 하고 이리저리 병원 내부를 둘러본다.

그러던 중 원장실을 발견하고 잠자리에 들기 위해 들어서는 순간,

쾅!!!!! 하는 소리를 내며 문이 굳게 닫혀 버렸다.

가만.. 이것은..?",2,2.5,4,2,1
721,서울,강남,미스터리룸이스케이프 강남점,사라진 왕관,판타지,3,60,2015.12.7,2,6,http://www.mysteryroomescape.com/userfiles/room/201709080154241_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,"어느 날, 세계에서 가장 값비싼 왕관이 박물관에서 사라졌다.

그리고 남겨진 메시지 하나.

그 누구도 찾을 수 없는 곳에 내가 있다.
나를 찾아라!!

메시지를 단서로 수많은 사람들이 왕관을 찾아 나섰고,

드디어 왕관이 있는 낡은 성 하나를 발견했다.

그러나 그 성으로 들어간 사람 중 누구도 다시 돌아오지 못했다.

미스터M은 많은 사람들이 지켜보고 있는가운데
태연하게 성안으로 걸어 들어가는데…

",0,0,0,0,0
722,서울,홍대,미스터리룸이스케이프 홍대2호점,쇼생크 탈출,드라마,3,60,2017.11.13,2,6,http://mysteryroomescape-hd2.com/userfiles/room/201710300440244_3.png,http://mysteryroomescape-hd2.com/reservation/reservation.html,"부인을 살해 했다는 억울한 누명에 씌여 20년간 감옥에 갇힌 앤디…

앤디는 수감 생활을 하면서 억울한 누명을 벗기 위해 모든 노력을 다 했고,

결국 부인을 죽인 진짜 범인을 찾는다.

앤디는 교도소장에게 재 심판을 수차례 요청했지만

교도소장은 이를 거부 하였다.

그 이유는 앤디가 교도소장의 위법 회계처리를 정리 해주기 때문이다.

결국 참다 못한 앤디는 탈옥을 하게 되었고 자신의 억울한 누명과

교도소장의 비리를 폭로하기 위해 나에게 교도소로 잠입해

이 모든 진실을 밝혀달라고 부탁하게 되는데...",3,1.65,0,2,0
723,서울,홍대,미스터리룸이스케이프 홍대2호점,더 북: 소설책 속의 남자,드라마,2,60,2017.11.13,2,6,http://mysteryroomescape-hd2.com/userfiles/room/202108261145077_3.png,http://mysteryroomescape-hd2.com/reservation/reservation.html,"10년째 무명작가 생활을 이어온 데오마르스...

자신을 비관하며 마지막으로 자신의 이야기를 소설로 남기고 자살하려 한다.

잘 있거라 세상아…

마지막 마침표를 찍으려는 순간!!

세상이 멈추고 원고에서 알 수 없는 빛이 흘러 나온다.

책 속으로 빨려 들어가는 데오마르스... 소설 속의 이야기는 과연...
",0,0,0,0,0
724,서울,홍대,미스터리룸이스케이프 홍대2호점,스파이게임 1945,액션 추리,3,60,2017.11.13,2,6,http://mysteryroomescape-hd2.com/userfiles/room/202108261145551_3.png,http://mysteryroomescape-hd2.com/reservation/reservation.html,"1945년 2차 세계대전,

나치즘으로 무장한 히틀러의 독일군과 연합군의 전쟁...

연합군은 전쟁에서 유리한 고지를 차지하기 위해

독일군으로 위장한 스파이를 보낸다.

스파이의 임무는 독일군의 작전 지시서 탈취!

과연 그들은 무사히 독일군의 작전 지시서를 탈취해서 돌아올 수 있을까?

꼭.. 살아서 만나자!",0,0,0,0,0
725,서울,홍대,미스터리룸이스케이프 홍대2호점,쏘우: 0KG,공포 스릴러,5,60,2020.12.1,2,6,http://mysteryroomescape-hd2.com/userfiles/room/202011290434135_3.jpg,http://mysteryroomescape-hd2.com/reservation/reservation.html,"정신을 잃은 뒤 눈을 떠보니 보이는 낯선공간.
손에 채워진 차가운 수갑.

이혜선,최민준,조성진.
처음 보는 세 명의 사람들이 각자의 방에 묶여있다.

이제... 직쏘의 게임이 다시 시작된다...

※해당 테마는 3인 플레이를 권장해 드립니다※",0,0,0,0,0
726,서울,홍대,미스터리룸이스케이프 홍대점,원혼괴담,공포,5,60,2016.7,2,4,http://www.mysteryroomescape.com/userfiles/room/202205030712301_3.png,http://www.mysteryroomescape.com/reservation/reservation.html?a=28,"서울예술대학 학장의 의문의 죽음.
이후 괴이한 소문이 학교 전체로 퍼져나갔다.
늦은 밤 아무도 없는 학장실에서 들리는 누군가의 목소리..

탐정 M은 이 수상한 사건을 파헤치기 위해 학장실로 향했다.
학장실에 들어서자마자 느껴지는 스산한 기운.

왠지 이곳.. 나 혼자만 있는 게 아닌 것 같다.",3,1.65,3.5,1,2
727,서울,홍대,미스터리룸이스케이프 홍대점,뱀파이어 드라큘라의 성,모험 미스터리,4,60,2015.8,2,5,http://www.mysteryroomescape.com/userfiles/room/202205030713266_3.png,http://www.mysteryroomescape.com/reservation/reservation.html?a=28,"밤의 안개가 피어오르고 새벽의 푸른 달빛이 창문 틈새로 갈라진다.
선홍빛 피의 왈츠가 성 전체에 울려펴지기 시작한다.

여명의 태동과 함께 드라큘라의 성에 악마의 기운이 꿈틀댄다.

200년간 잠들어있던 뱀파이어의 봉인이 풀릴 시간.

당신이 그를 막지 못하면, 온 세상은 핏빛으로 물들 것이다.",4,2.5,0,0,0
