지역(대),지역(소),매장명,테마명,장르,난이도,시간,내용,최소인원,최대인원,메인사진,예약URL,오픈일,추천율,인원,유저_난이도,유저_공포도,유저_활동성
경기,고양,명란젓코난,공조,잠입/탈출,4,60,"대통령 이외에는 가족조차도 당신의 실체를 모르는 가운데
여행객으로 위장한 뒤 그곳으로 향한다
조국을 위해 굳은 신념으로 모든 것을 걸고 맡은 임무를 수행하려 하는데 고위간부로부터 연행 감금된다
당신은 과연 맡은 임무를 수행하고 돌아올 수 있을까?",1,6,https://cdn.imweb.me/thumbnail/20190518/5cdf8b9b0c723.jpg,https://booking.naver.com/booking/12/bizes/115615/items/2661427?area=bns,2019.12.6,0,1,0,0,0
경기,고양,명란젓코난,소원을 말해봐,?,3.5,60,"고통스러운 순간..
당신의 간절한 소원.
그것이 이루어질까요?",1,6,https://cdn.imweb.me/thumbnail/20191206/f7258a691f979.jpg,https://booking.naver.com/booking/12/bizes/115615/items/2661433,2019.3.4,0,0,0,0,0
경기,고양,명란젓코난,생존자,모험,3,60,"전쟁 막바지,

부대원중 혼자 살아남은 생존자
악몽에 시달리며 괴로워한다

그러던 어느날
사망한 것으로 추정되는 동료에게 구조요청이 오고

동료가 살아있을꺼라는 희망으로
그 곳으로 향하게 되는데..",1,6,https://cdn.imweb.me/thumbnail/20181208/5c0bbe386c4f1.png,https://booking.naver.com/booking/12/bizes/115615/items/2661113,2019.3.4,2.5,2,0,0,0
전라,군산,모던 타임즈,백백교,역사,3.5,60,"일제강점기 나라가 혼란한 틈을 타 사이비 종교집단이 기승이었다.
그중에 한 사람의 흰 것으로 천하를 희게 하자는 교리로 세를 넓혀가던 지하 밀교가 
있었으니 그것은 바로 백백교! 신도들의 재산을 빼앗고, 돈 없는 신도들에게는 딸을 바치게하고, 뜻을 거스르는 신도들을 가차 없이 죽이는 악랄한 교주가 당신을 쫓고 있다.
살인귀를 피해 끝까지 살아남아라!",1,6,https://postfiles.pstatic.net/MjAxNzExMjJfMjk0/MDAxNTExMzMwNzMwMTE1.s3L7N4RZh0etLKrzXWHj5d_wx61U1zx8xUAsQLfcG1sg._kzG9XwsMt-ugin2STXPezTs9aU6NjHXLZsAPoJmFUcg.JPEG.modern_times_6040/KakaoTalk_20171109_132329473.jpg?type=w966,https://blog.naver.com/PostView.naver?blogId=modern_times_6040&logNo=221145913729&categoryNo=1&parentCategoryNo=&from=thumbnailList,2017.11,0,0,0,0,0
전라,군산,모던 타임즈,미곡상,역사,4,60,"군산은 본래 쌀이 많이나고 1899년 개항을 하여 조계지로 형성되기 좋은 여건이었다.
일제강점기 일본은 군산항을 통해 쌀이며 목화 등을 본토로 반출하였다.
그런 제국주의 침략자 일본에 빌붙어 미곡상을 차려 부를 축적한 박씨.
하지만 악독하게 미곡상을 운영해나가는 것처럼 보이던 박씨는
사실 독립운동 활동자금을 지원하고 있었다.
일본 순사들의 눈을 피해 박씨를 도와 독립운동 자금 지원을 성공시켜라!
*조계지:외국인이 자유로이 통상 거주하며 치외법권을 누릴 수 있도록 설정한 구역으로
일본이 한국에ㅐ 설정한 것은 침략과 식민을 위한 것이었다.",1,6,https://postfiles.pstatic.net/MjAxNzExMjJfODkg/MDAxNTExMzMwNzMwMTE2.PrSeH5ZB_rYUGhBiUNYydo6hROmUGcw_lSw-GBR8UYUg.3oAVbDYE5vOjAG9Xyi157NDFt2lxawtFjC96f-jUx3kg.JPEG.modern_times_6040/KakaoTalk_20171109_132329064.jpg?type=w966,https://blog.naver.com/PostView.naver?blogId=modern_times_6040&logNo=221145913729&categoryNo=1&parentCategoryNo=&from=thumbnailList,2017.11,0,0,0,0,0
전라,군산,모던 타임즈,수용소,역사,3.5,60,"3·1 운동 이후 일제 치하에서 벗어나기 위한 독립 운동이 본격화되었다.
독립 운동가들은 일제의 탄압을 피해 간도와 연해주 등지로 옮겨
독립군 기지를 건설하고 민족 교육 운동을 펼쳐 힘을 길렀다.
독립군 부대는 국경 부근에서 일본군을 공격하거나
압록강과 두만강을 건너 국내로 진입하여 일본군과 경찰서를 공격하는 등 전과를 올렸다.
그 과정에서 일본군에 붙잡힌 독립 운동가들은 수용소에 갇혀 모진 고문을 당했고
심지어 생체 실험이 가해지기도 했다.
독립 운동가가 되어 잔혹한 수용소를 탈출하라!",1,4,https://postfiles.pstatic.net/MjAxNzExMjJfODEg/MDAxNTExMzMwNzMwMTIx.CA6dgEdLZ3Atw-p44RpRyYHUgv99ClcD3EVYWSdneAQg.ifp3K7kQNwH7hyamxXRfRWewhgHbynEBrvNDCWCWaVgg.JPEG.modern_times_6040/KakaoTalk_20171109_132328588.jpg?type=w966,https://blog.naver.com/PostView.naver?blogId=modern_times_6040&logNo=221145913729&categoryNo=1&parentCategoryNo=&from=thumbnailList,2017.11,0,0,0,0,0
경기,화성,무비이스케이프 동탄남광장점,코코,판타지,4,60,"오늘은 ""죽은 자들의 날""을 맞이 해 음악 경연 대회가 열린다 
미구엘은 대회에 참가하기 위해 하면 안 될 짓을 하는 바람에 저주에 걸려 죽은 자들의 세상에 가게 되는데 과연 미구엘은 저주를 풀고 다시 이승으로 돌아갈 수 있을까?",1,6,https://bucheonroute.s3.amazonaws.com/theme/KakaoTalk_20220502_002747769.png,http://movieescape.kr/,2022.5.5,3.35,6,2,1,0.5
경기,화성,무비이스케이프 동탄남광장점,설국열차,SF,5,60,"기상 이변으로 모든 것이 꽁꽁 얼어붙은 지구에서 살아남은 사람들은 365일 내내 지구를 돌고 도는 열차 안에서 삶을 이어 나간다 
꼬리칸과 앞 칸으로 나누어져 있는 열차 안의 세상 엄격한 질서와 규칙이 정해져 있고 자유롭지 못한 꼬리칸 질서와 규칙이 존재하지 않고 꼬리칸과는 정반대인 앞 칸 17년간 꼬리칸 생활을 해 온 커티스는 결코 평등하지 못한 이 열차 안의 세상을 바꾸기 위해 긴 세월 동안 계획해 왔던 일을 오늘 실행하고자 한다",1,6,https://bucheonroute.s3.amazonaws.com/theme/%EC%84%A4%EA%B5%AD%EC%97%B4%EC%B0%A8_%ED%8F%AC%EC%8A%A4%ED%84%B0.jpg,http://movieescape.kr/,2022.7.4,2.5,2,0,0,0
경기,화성,무비이스케이프 동탄남광장점,악마는 프라다를 입는다,코미디,4,60,"저널리스트가 꿈인 앤드리아 하지만 원서를 받아주는 곳은 최고의 패션 매거진 런웨이 회사뿐 기적같이 입사하게 됐지만 패션에는 관심도 아는 것도 없다
그만 자신의 상사인 미란다에게 찍히고 만다 회사의 모든 잡 일들과 미란다의 심부름까지 하게 되는데.. 
앤드리아는 이 지옥 같은 회사에서 살아남을 수 있을까?",1,6,https://bucheonroute.s3.amazonaws.com/theme/KakaoTalk_20221216_234518477_02_1.jpg,http://movieescape.kr/,2023.1.17,0,0,0,0,0
경기,화성,무비이스케이프 동탄북광장점,나홀로 집에,액션,3.5,60,"크리스마스 연휴, 케빈의 가족들은 파리로 휴가를 가고 케빈만 집에 홀로 남겨진 상황.
시카고에서 좀도둑으로 유명세를 떨친 당신들은 케빈의 집에 아무도 없다고 생각하고
호화로운 케빈의 집에 있는 금괴를 털기로 한다.

그 상황을 이미 알고 있는 케빈은 당신들을 골탕 먹이기 위해 온갖 황당한 작전을 세우는데...
도둑이 된 당신, 케빈의 황당한 작전에 맞서 금괴를 훔칠 수 있겠습니까?",2,6,http://movieescape.co.kr/upload_file/room/A5710916-49A7-45D9-AAAD-6329696DC5B7(1).jpeg,http://movieescape.co.kr/sub/03_1.html?D_ROOM=B,2018.11,0,1,0,0,0
경기,화성,무비이스케이프 동탄북광장점,춘향전,동화,3.5,60,"변사또의 수청을 거절하여 옥에 갇힌 춘향이.
이몽룡이 된 당신은 제한 된 시간 안에 춘향이를 찾아
그녀의 한을 풀고 변사또의 집에서 탈출할 수 있겠는가?",2,6,http://movieescape.co.kr/upload_file/room/%ED%99%88%ED%8E%98%EC%9D%B4%EC%A7%80%20%EC%88%98%EC%A0%95(1).jpg,http://movieescape.co.kr/sub/03_1.html?D_ROOM=C,2019.1,0,1,0,0,0
경기,화성,무비이스케이프 동탄북광장점,찰리와 초콜릿 공장,판타지,4,60,"전 세계 누구에게나 사랑받는 세계 최고의 초콜릿 공장인 '윌리 웡카 초콜릿 공장'
매일 엄청난 양의 초콜릿을 생산해 세계 각국으로 운반하고 있지만 그 누구도 공장을 드나드는 사람을 본 적이 없는 비밀의 공간이다.
초콜릿 공장장인 윌리 웡카는 5개의 웡카 초콜릿에 감춰진 행운의 ‘황금티켓’을 찾은 어린이 다섯 명에게
자신의 공장을 공개하여 제작 과정의 비밀을 보여주고 그들 중 한 명에게는 초콜릿 공장의 후계자로 삼겠다고 선언하는데..",2,6,http://movieescape.co.kr/upload_file/room/KakaoTalk_Photo_2019-12-19-16-14-04.jpeg,http://movieescape.co.kr/sub/03_1.html?D_ROOM=D,2019.12.29,2.5,2,0,0,0
경기,화성,무비이스케이프 동탄북광장점,몬스터하우스,추리 미스터리,4,60,"그 집 근처에만 가면 몽땅 사라져 버리고
심지어 자기 부인을 살 찌워서 잡아먹었다는 소문까지...
사연과 비밀이 가득한 몬스터 하우스.
그 곳의 비밀을 풀 수 있겠는가?",2,6,http://movieescape.co.kr/upload_file/room/%EB%AA%AC%EC%8A%A4%ED%84%B0%20%ED%95%98%EC%9A%B0%EC%8A%A4%20%ED%8F%AC%EC%8A%A4%ED%84%B0%20%EC%B5%9C%EC%A2%856(1).jpg,http://movieescape.co.kr/sub/03_1.html?D_ROOM=A,2021.6.21,0,1,0,0,0
경기,인천,문제적도둑,거울나라의 앨리스,판타지,3,60,"앨리스의 도움으로 하트여왕을 무찌르고 평화를 되찾았던 원더랜드. 그러나, 얼마전부터 알 수 없는 일들이 다시 일어나기 시작했다.

괴이한 버섯은 꽃들을 집어 삼키며 숲을 덮어 버렸고, 시계 바늘은 시침과 분침이 반대로 돌아가는 일들이 생겨났다.

그리고, 하트여왕의 카드병정들은 사라졌지만, 검은 체스군단이 원더랜드를 장악했다는 소식이 들려왔다.

한가한 주말을 즐기고 있던 앨리스에게 다급한 목소리의 3월의 토끼가 나타났다. 며칠 전부터 모자장수가 보이지 않는다며, 그가 앨리스에게 쪽지와 작은열쇠를 남겼다고 한다.

앨리스는 당황해 토기에게 자초지정을 묻고 싶었지만, 토기는 바쁘다며 거울속으로 뛰어들며 말했다.

“어서 체셔를 만나야해! 체셔가 있는 곳은 꼬마인형 도로시가 알고 있어!”

하는 수 없이 앨리스는 토끼를 쫓아 원더랜드로 향했다. 그리고, 먼저 모자장수가 남긴 쪽지를 찾아 보기로 했다. 

다시 원더랜드로의 여행을 시작한 앨리스. 

원더랜드에 벌어진 이상한 일들은 무엇 때문인지, 모자장수는 어디로 갔는지, 앨리스는 이 수수께끼 같은 일들을 또 한 번 해결하고 원더랜드의 평화를 찾을 수 있을까?",2,4,https://thief.co.kr/wp-content/uploads/2017/12/%EC%A0%9C%EB%AA%A9%EC%97%86%EC%9D%8C.png,https://thief.co.kr/room/alice/,2021.2,0,0,0,0,0
경기,인천,문제적도둑,노란 장미,미스터리,3,60,"애니는 어릴 때부터 그림을 잘 그려서 항상 미술대회에서 1등을 하는 고등학생이다.

그런데, 열심히 준비하던 미술대회를 며칠 앞두고 애니가 사라졌다.

오늘은 애니가 사라진지 3일째이다.

마지막으로 애니가 머물렀던 곳은 그녀의 작은 작업실.

당신은 애니의 작업실에 들어가 애니에게 무슨 일이 생겼는지 알아내고, 애니의 행방에 대한 단서를 찾아야 한다.",2,4,https://thief.co.kr/wp-content/uploads/2021/02/m-slide_img2.jpg,https://thief.co.kr/room/the-wizard-of-oz/,2022.9,0,0,0,0,0
경기,인천,문제적도둑,빨간 구두,판타지,5,60,"‘카렌’이라는 이름의 소녀를 양녀로 둔 거부인 노파가 당신에게 ‘카렌’의 방에 있는 ‘빨간 구두’를 훔쳐다 줄 것을 의뢰했습니다.

‘카렌’이 ‘빨간 구두’에 빠져 신을 때 마다 밤새도록 춤을 추며 괴로워하면서도 다음날이면 다시 ‘빨간 구두’를 미친 듯이 찾기 때문이었죠.

마을 사람들에게 ‘구두의 저주’라고 불릴 정도로 소녀 카렌의 ‘빨간 구두’에 대한 집착은 나날이 심해졌습니다. 할머니는 카렌 몰래 ‘빨간 구두’를 빼내어 가져다 버리려고 했지만 그때 마다 ‘카렌’이 알아채고 ‘빨간 구두’를 숨겨놓기까지 하니까요.

참다못한 할머니는 카렌이 숨겨놓은 ‘빨간 구두’를 찾아 없애버리기 위해 결국 당신을 찾아온 것이죠.

할머니의 말에 의하면 카렌은 매일 같이 하루 1시간 산책을 한다고 합니다.

소녀 ‘카렌’의 행복을 위해 ‘빨간 구두’를 훔쳐주기를 바란다는 할머니를 위해 당신은 ‘카렌’이 잠시 산책을 나간 틈을 타 ‘빨간 구두’를 훔쳐내야 합니다. 카렌이 없는 동안 당신은 카렌이 꽁꽁 숨겨 놓은 ‘빨간 구두’를 찾아 카렌의 저주를 풀어줄 수 있을까요?",2,4,https://thief.co.kr/wp-content/uploads/2021/02/qroom-slide3.jpg,https://thief.co.kr/room/red-shoes/,2017.12,0,0,0,0,0
경기,인천,문제적도둑,알라딘의 요술램프,모험,4,60,"바그다드의 대부호 알리바바의 의뢰를 받아 알라딘보다 먼저 동굴에 들어가 알라딘을 구하고 신비한 램프가 사악한 마법사의 손에 들어가지 못하게 막아낸 당신.
하지만 안타깝게도 당신은 알라딘과 함께 깊은 동굴 속에 갇히게 되었습니다. .

빠저나갈 곳을 찾기 위해 알라딘과 함께 깊은 동굴의 안쪽으로 향하던 당신은 정체모를 석상들과 그리고 수상한 제단들을 마주치게 됩니다.
그 곳에서 알라딘이 당신에게 한 가지 이야기를 전합니다.

알라딘 : 이곳에 오기 전 마법사에게 들은 이야기에요. 이 동굴은 고대부터 내려온 유산이 숨겨져 있고, 그 유산이 바로 램프라고.

동굴의 안쪽 깊은 곳에는 고대부터 내려온 성스러운 장소가 있는데, “흙 속의 숨겨진 보석”을 통해서만 그 신비한 장소에 들어갈 수 있다고 했어요.

당신은 알라딘이 말한 성스러운 장소가 이곳일지도 모른다는 생각을 하게 됩니다.
그리고 ‘흙 속의 숨겨진 보석’ 인 ‘알라딘’ 덕분에 이 성스러운 장소에 들어오게 된 것이죠.
어쩌면 이곳의 비밀을 풀어내면 진짜 램프를 얻을 수도 있을지도 모릅니다.

그때, 동굴이 크게 흔들리고 큰 굉음을 듣게 됩니다. 아무래도 동굴이 곧 무너질 것 같습니다.
과연 당신은 램프를 얻고 알라딘과 함께 이 동굴에서 빠져나갈 수 있을까요?

어서 서둘러야 합니다!!",2,4,https://thief.co.kr/wp-content/uploads/2021/02/qroom-slide4.jpg,https://thief.co.kr/room/aladdins-magic-lamp/,2019.7,0,0,0,0,0
경상,부산,미션이스케이프 부산대점,5학년 1반,기타,4,60,추억과 향수를 자극하는 테마! 철수야! 영희야! 학교가자!,2,5,http://www.missionescape.co.kr/images/sub/r4.png,http://www.missionescape.co.kr/reserv/reserv.asp,2017.7.1,0,0,0,0,0
경상,부산,미션이스케이프 부산대점,도둑케이,잠입/탈출,5,60,보안이 삼엄한 내부로 잠입해 의뢰받은 물건을 탈취하라.,2,4,http://www.missionescape.co.kr/images/sub/r1.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,2019.4.11,0,0,0,0,0
경상,부산,미션이스케이프 부산대점,탐험가 트레비스,모험,5,60,"세계적인 탐험가, 그에게 가장 소중하고 가치 있는것이란?",2,6,http://www.missionescape.co.kr/images/sub/r5.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,2019.4.11,0,0,0,0,0
경상,부산,미션이스케이프 부산대점,행방불명;추적,기타,4,60,범인의 뒤를 추적하여 그의 실체를 파헤치자,2,6,http://www.missionescape.co.kr/images/sub/r3.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,2019.4.11,0,0,0,0,0
경상,부산,미션이스케이프 부산대점,생체실험실,공포,4,60,비밀리에 진행되고 있는 생체실험실의 비밀은..?,2,5,http://www.missionescape.co.kr/images/sub/r2.jpg,http://www.missionescape.co.kr/reserv/reserv.asp,2019.4.11,0,0,0,0,0
서울,강남,미스터리룸이스케이프 강남점,인형괴담,공포 미스터리,3,60,"친구들과 술한잔 걸치고 집으로 돌아가던 어느 날, 우연히 투신 자살을 목격하게 된다.

호기심에 끌려 투신의 현장을 기웃거리다 인기척이 들려 뒤를 돌아보니 귀여운 여자아이가 울고 있다.
아끼는 인형을 잃어버렸다며 인형을 찾아달라고 떼를 쓰는 아이..
아이가 너무 예쁘기도.. 안쓰럽기도 해 인형을 찾는 것을 도와주기로 하는데,
그렇게 여자아이를 따라가다 보니 어느새 좁고 어두운 아파트 복도.
음침한 기운에 술에깨어 정신을 차려보니 아이는 사라져 버리고.....",2,6,http://www.mysteryroomescape.com/userfiles/room/201709080149287_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,2017.1,1.75,43,2.63,3.3,0.69
서울,강남,미스터리룸이스케이프 강남점,소서러,판타지,3,60,"4천년전 인간과 정령이 공존하던 마법시대의 이야기…

어느날 당신이 마법사의 집으로 초대된다면?
4천년전 60년간 계속 이어온 선과 악의 마법전쟁…
그 결과가 당신의 손에 달렸다면 당신은 무엇을 선택하시겠습니까?
4천년전의 대 마법사 \'레베카\'의 집으로 당신을 초대합니다.
미스터M이 그의 집으로 들어서고 있다.",2,6,http://www.mysteryroomescape.com/userfiles/room/201709150935069_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,2017.1,0,1,3,0,1
서울,강남,미스터리룸이스케이프 강남점,영혼의 편지,추리 스릴러,4,60,"미스터M의 책상에 놓여진 의문의 편지 한통.

편지를 집는 순간 코 끝에 퍼지는 피냄새에 깜짝 놀란 미스터M은
서둘러 편지를 펼쳐보았다.

그 편지는 피에 젖은 손가락으로 쓰여진 친구 스티븐이 보낸 편지였다.

친구 나는 어제 살인을 당했다네.. 어서 빨리 나를 찾아주게

몇 번이나 전화를 걸어봐도 받지 않은 스티븐...

그의 사무실로 가서 무슨 일이 일어난건지 알아봐야겠다.",2,6,http://www.mysteryroomescape.com/userfiles/room/201709080154084_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,2015.12.7,2.5,2,0,0,0
서울,강남,미스터리룸이스케이프 강남점,개인병원의 비밀,미스터리 스릴러,4,60,"음침하게 소나기가 내리는 어느 날,

비를 피해서 들어간 곳은 문을 닫은지 오래돼 보이는 조그마한 병원 건물이다.

이곳에서 하룻밤을 보내기로 하고 이리저리 병원 내부를 둘러본다.

그러던 중 원장실을 발견하고 잠자리에 들기 위해 들어서는 순간,

쾅!!!!! 하는 소리를 내며 문이 굳게 닫혀 버렸다.

가만.. 이것은..?",2,6,http://www.mysteryroomescape.com/userfiles/room/201709080215568_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,2015.12.15,2.5,2,4,1,2
서울,강남,미스터리룸이스케이프 강남점,사라진 왕관,판타지,3,60,"어느 날, 세계에서 가장 값비싼 왕관이 박물관에서 사라졌다.

그리고 남겨진 메시지 하나.

그 누구도 찾을 수 없는 곳에 내가 있다.
나를 찾아라!!

메시지를 단서로 수많은 사람들이 왕관을 찾아 나섰고,

드디어 왕관이 있는 낡은 성 하나를 발견했다.

그러나 그 성으로 들어간 사람 중 누구도 다시 돌아오지 못했다.

미스터M은 많은 사람들이 지켜보고 있는가운데
태연하게 성안으로 걸어 들어가는데…",2,6,http://www.mysteryroomescape.com/userfiles/room/201709080154241_3.jpg,http://www.mysteryroomescape.com/reservation/reservation.html?a=27#intro_black_con,2015.12.7,0,0,0,0,0
서울,홍대,미스터리룸이스케이프 홍대2호점,쇼생크 탈출,드라마,3,60,"부인을 살해 했다는 억울한 누명에 씌여 20년간 감옥에 갇힌 앤디…

앤디는 수감 생활을 하면서 억울한 누명을 벗기 위해 모든 노력을 다 했고,

결국 부인을 죽인 진짜 범인을 찾는다.

앤디는 교도소장에게 재 심판을 수차례 요청했지만

교도소장은 이를 거부 하였다.

그 이유는 앤디가 교도소장의 위법 회계처리를 정리 해주기 때문이다.

결국 참다 못한 앤디는 탈옥을 하게 되었고 자신의 억울한 누명과

교도소장의 비리를 폭로하기 위해 나에게 교도소로 잠입해

이 모든 진실을 밝혀달라고 부탁하게 되는데...",2,6,http://mysteryroomescape-hd2.com/userfiles/room/201710300440244_3.png,http://mysteryroomescape-hd2.com/reservation/reservation.html,2017.11.13,1.65,3,0,0,2
서울,홍대,미스터리룸이스케이프 홍대2호점,더 북: 소설책 속의 남자,드라마,2,60,"10년째 무명작가 생활을 이어온 데오마르스...

자신을 비관하며 마지막으로 자신의 이야기를 소설로 남기고 자살하려 한다.

잘 있거라 세상아…

마지막 마침표를 찍으려는 순간!!

세상이 멈추고 원고에서 알 수 없는 빛이 흘러 나온다.

책 속으로 빨려 들어가는 데오마르스... 소설 속의 이야기는 과연...",2,6,http://mysteryroomescape-hd2.com/userfiles/room/202108261145077_3.png,http://mysteryroomescape-hd2.com/reservation/reservation.html,2017.11.13,0,3,0,0,0
서울,홍대,미스터리룸이스케이프 홍대2호점,스파이게임 1945,액션 추리,3,60,"1945년 2차 세계대전,

나치즘으로 무장한 히틀러의 독일군과 연합군의 전쟁...

연합군은 전쟁에서 유리한 고지를 차지하기 위해

독일군으로 위장한 스파이를 보낸다.

스파이의 임무는 독일군의 작전 지시서 탈취!

과연 그들은 무사히 독일군의 작전 지시서를 탈취해서 돌아올 수 있을까?

꼭.. 살아서 만나자!",2,6,http://mysteryroomescape-hd2.com/userfiles/room/202108261145551_3.png,http://mysteryroomescape-hd2.com/reservation/reservation.html,2017.11.13,5,2,0,0,0
서울,홍대,미스터리룸이스케이프 홍대2호점,쏘우: 0KG,공포 스릴러,5,60,"정신을 잃은 뒤 눈을 떠보니 보이는 낯선공간.
손에 채워진 차가운 수갑.

이혜선,최민준,조성진.
처음 보는 세 명의 사람들이 각자의 방에 묶여있다.

이제... 직쏘의 게임이 다시 시작된다...

※해당 테마는 3인 플레이를 권장해 드립니다※",2,6,http://mysteryroomescape-hd2.com/userfiles/room/202011290434135_3.jpg,http://mysteryroomescape-hd2.com/reservation/reservation.html,2020.12.1,3.35,9,3.75,0.63,0.88
서울,홍대,미스터리룸이스케이프 홍대점,원혼괴담,공포,5,60,"서울예술대학 학장의 의문의 죽음.
이후 괴이한 소문이 학교 전체로 퍼져나갔다.
늦은 밤 아무도 없는 학장실에서 들리는 누군가의 목소리..

탐정 M은 이 수상한 사건을 파헤치기 위해 학장실로 향했다.
학장실에 들어서자마자 느껴지는 스산한 기운.

왠지 이곳.. 나 혼자만 있는 게 아닌 것 같다.",2,4,http://www.mysteryroomescape.com/userfiles/room/202205030712301_3.png,http://www.mysteryroomescape.com/reservation/reservation.html?a=28,2016.7,1.65,3,3.5,2,1
서울,홍대,미스터리룸이스케이프 홍대점,뱀파이어 드라큘라의 성,모험 미스터리,4,60,"밤의 안개가 피어오르고 새벽의 푸른 달빛이 창문 틈새로 갈라진다.
선홍빛 피의 왈츠가 성 전체에 울려펴지기 시작한다.

여명의 태동과 함께 드라큘라의 성에 악마의 기운이 꿈틀댄다.

200년간 잠들어있던 뱀파이어의 봉인이 풀릴 시간.

당신이 그를 막지 못하면, 온 세상은 핏빛으로 물들 것이다.",2,5,http://www.mysteryroomescape.com/userfiles/room/202205030713266_3.png,http://www.mysteryroomescape.com/reservation/reservation.html?a=28,2015.8,2.5,4,0,0,0
서울,홍대,미스터리룸이스케이프 홍대점,살인마 빅토르의 비밀,스릴러,3,60,"20년 전, 세상을 공포에 떨게 했던 연쇄살인마 빅토르.
그는 피해자들 주변에 항상 V라는 자신의 이니셜을 새기고 다녔다.

경찰의 집요한 추적을 비웃기라도 하듯 수차례 살인을 하던 빅토르.
어느 날 갑자기 연기처럼 자취를 감춘지 어느덧 20년.

세상은 빅토르의 존재를 잊어갔다.

하지만 탐정 M 만큼은 그를 잊지 않고 추적하고 있었다.

시간이 흘러 2020년.
그는 어느 낡고 허름한 산장 앞에 서있었다.

V... 산장의 낡은 나무문에 새겨진 익숙한 이니셜.

이제 진실을 밝혀낼 시간이다.",2,5,http://www.mysteryroomescape.com/userfiles/room/202205030712494_3.png,http://www.mysteryroomescape.com/reservation/reservation.html?a=28,2015.8,0,1,0,0,0
서울,홍대,미스터리룸이스케이프 홍대점,꼬치진다,에로 코미디,3.5,60,"오늘 밤, 홍콩 보내줄게!",2,5,http://www.mysteryroomescape.com/userfiles/room/202205030713096_3.png,http://www.mysteryroomescape.com/reservation/reservation.html?a=28,2022.5.7,3.35,21,2.66,0.08,1.13
서울,강남,방탈출 단편선,그림자 없는 상자,미스터리 스릴러 추리,3,75,"호텔의 귀중품 대형 다이아몬드 '가이아의축복'이 사라졌다.
호텔내부 사람말고는 출입을 못하는 곳인데..
과연, 누가 이곳에서 범행을 저질렀을까?
당신은 호텔의 귀중품 대형다이아몬드를 훔친 범인을 한시간 안에 찾아내야만 한다.",2,4,https://cdn.imweb.me/thumbnail/20211116/0ee5f8df51546.jpeg,https://www.dpsnnn.com/reserve,2022.2.7,4.75,194,2.94,0.39,0.75
서울,강남,방탈출 단편선,사람들은 그것을 행복이라 부르기로 했다,모험 감성,4,80,"호텔의 귀중품 대형 다이아몬드 '가이아의축복'이 사라졌다.
호텔내부 사람말고는 출입을 못하는 곳인데..
과연, 누가 이곳에서 범행을 저질렀을까?
당신은 호텔의 귀중품 대형다이아몬드를 훔친 범인을 한시간 안에 찾아내야만 한다.",2,4,https://cdn.imweb.me/thumbnail/20220117/d729686093101.jpg,https://www.dpsnnn.com/reserve,2022.6.22,4.65,120,3.34,0.75,1.56
서울,연신내,방탈출 미로,무속인 살인사건,추리,4,60,"TV에 출연할 정도로 유명한 무속인이 어느날 싸늘한 시체로 발견?
피해자는 TV에 출연하여 화려한 달변과 점술로 유명해진 박수무당으로 어느 날
자신의 점집에서 잘린 머리가 불에 탄 채 단골 고객에게 발견되었다.
과연 어떠한 연유로 박무당은 죽음을 맞이해야 했는가?
빛나는 추리로 진실을 파헤쳐 보자.",2,5,https://naverbooking-phinf.pstatic.net/20211105_110/16360429206752ng9i_JPEG/KakaoTalk_20211105_005933392.jpg?type=ff1242_816,https://booking.naver.com/booking/12/bizes/600145/items/4141792,2019.6,0,0,0,0,0
서울,연신내,방탈출 미로,프로젝트 노아,SF 드라마,4,60,"전 인류가 멸망의 위기에 처했다. 
급격한 인구증가로 인한 자연재해. 전쟁. 
이 문제를 해결하기 위해 어떠한 단체에서 프로젝트를 진행했지만 알 수 없는 이유로 중단되게 되었다.
당신은 비밀리에 이 프로젝트를 완료하라는 임무를 받고 해저기지에 잠입하게 되는데.. 
과연 당신은 성공적으로 완료할 수 있을것인가?",2,5,https://naverbooking-phinf.pstatic.net/20211105_126/1636043673971CMFgA_JPEG/KakaoTalk_20211105_005933392_02.jpg?type=ff1242_816,https://booking.naver.com/booking/12/bizes/600145/items/4161304,2019.6,0,0,0,0,0
서울,연신내,방탈출 미로,호텔: 사라진 다이아몬드,추리,3,60,"호텔의 귀중품 대형 다이아몬드 '가이아의축복'이 사라졌다.
호텔내부 사람말고는 출입을 못하는 곳인데..
과연, 누가 이곳에서 범행을 저질렀을까?
당신은 호텔의 귀중품 대형다이아몬드를 훔친 범인을 한시간 안에 찾아내야만 한다.",2,5,https://naverbooking-phinf.pstatic.net/20211105_189/1636043122470irv80_JPEG/KakaoTalk_20211105_005933392_01.jpg?type=ff1242_816,https://booking.naver.com/booking/12/bizes/600145/items/4161300,2019.6,0,0,0,0,0
